"Notes"	"Year"	"Year Code"	"State"	"State Code"	Deaths	Population	Crude Rate
	"2007"	"2007"	"Virginia"	"51"	58223	7751000	751.2
	"2007"	"2007"	"Washington"	"53"	47322	6461587	732.4
	"2007"	"2007"	"West Virginia"	"54"	21086	1834052	1149.7
	"2007"	"2007"	"Wisconsin"	"55"	46241	5610775	824.1
	"2007"	"2007"	"Wyoming"	"56"	4266	534876	797.6
"Total"	"2007"	"2007"			2423511	301231207	804.5
	"2008"	"2008"	"Alabama"	"01"	47706	4718206	1011.1
	"2008"	"2008"	"Alaska"	"02"	3494	687455	508.3
	"2008"	"2008"	"Arizona"	"04"	45813	6280362	729.5
	"2008"	"2008"	"Arkansas"	"05"	29322	2874554	1020.1
	"2008"	"2008"	"California"	"06"	234731	36604337	641.3
	"2008"	"2008"	"Colorado"	"08"	31272	4889730	639.5
	"2008"	"2008"	"Connecticut"	"09"	28793	3545579	812.1
	"2008"	"2008"	"Delaware"	"10"	7620	883874	862.1
	"2008"	"2008"	"District of Columbia"	"11"	5140	580236	885.8
	"2008"	"2008"	"Florida"	"12"	170695	18527305	921.3
	"2008"	"2008"	"Georgia"	"13"	69637	9504843	732.6
	"2008"	"2008"	"Hawaii"	"15"	9501	1332213	713.2
	"2008"	"2008"	"Idaho"	"16"	10962	1534320	714.5
	"2008"	"2008"	"Illinois"	"17"	103461	12747038	811.6
	"2008"	"2008"	"Indiana"	"18"	56749	6424806	883.3
	"2008"	"2008"	"Iowa"	"19"	28541	3016734	946.1
	"2008"	"2008"	"Kansas"	"20"	24974	2808076	889.4
	"2008"	"2008"	"Kentucky"	"21"	41329	4289878	963.4
	"2008"	"2008"	"Louisiana"	"22"	41217	4435586	929.2
	"2008"	"2008"	"Maine"	"23"	12541	1330509	942.6
	"2008"	"2008"	"Maryland"	"24"	43887	5684965	772.0
	"2008"	"2008"	"Massachusetts"	"25"	53518	6468967	827.3
	"2008"	"2008"	"Michigan"	"26"	88445	9946889	889.2
	"2008"	"2008"	"Minnesota"	"27"	38499	5247018	733.7
	"2008"	"2008"	"Mississippi"	"28"	28979	2947806	983.1
	"2008"	"2008"	"Missouri"	"29"	56577	5923916	955.1
	"2008"	"2008"	"Montana"	"30"	8913	976415	912.8
	"2008"	"2008"	"Nebraska"	"31"	15461	1796378	860.7
	"2008"	"2008"	"Nevada"	"32"	19331	2653630	728.5
	"2008"	"2008"	"New Hampshire"	"33"	10268	1315906	780.3
	"2008"	"2008"	"New Jersey"	"34"	70018	8711090	803.8
	"2008"	"2008"	"New Mexico"	"35"	16002	2010662	795.9
	"2008"	"2008"	"New York"	"36"	148693	19212436	773.9
	"2008"	"2008"	"North Carolina"	"37"	77272	9309449	830.0
	"2008"	"2008"	"North Dakota"	"38"	5871	657569	892.8
	"2008"	"2008"	"Ohio"	"39"	109767	11515391	953.2
	"2008"	"2008"	"Oklahoma"	"40"	37013	3668976	1008.8
	"2008"	"2008"	"Oregon"	"41"	31967	3768748	848.2
	"2008"	"2008"	"Pennsylvania"	"42"	127450	12612285	1010.5
	"2008"	"2008"	"Rhode Island"	"44"	9738	1055003	923.0
	"2008"	"2008"	"South Carolina"	"45"	40288	4528996	889.6
	"2008"	"2008"	"South Dakota"	"46"	7083	799124	886.3
	"2008"	"2008"	"Tennessee"	"47"	58819	6247411	941.5
	"2008"	"2008"	"Texas"	"48"	164908	24309039	678.4
	"2008"	"2008"	"Utah"	"49"	14040	2663029	527.2
	"2008"	"2008"	"Vermont"	"50"	5211	624151	834.9
	"2008"	"2008"	"Virginia"	"51"	59097	7833496	754.4
	"2008"	"2008"	"Washington"	"53"	48626	6562231	741.0
	"2008"	"2008"	"West Virginia"	"54"	21557	1840310	1171.4
	"2008"	"2008"	"Wisconsin"	"55"	46814	5640996	829.9
	"2008"	"2008"	"Wyoming"	"56"	4227	546043	774.1
"Total"	"2008"	"2008"			2471837	304093966	812.9
	"2009"	"2009"	"Alabama"	"01"	47469	4757938	997.7
	"2009"	"2009"	"Alaska"	"02"	3618	698895	517.7
	"2009"	"2009"	"Arizona"	"04"	45711	6343154	720.6
	"2009"	"2009"	"Arkansas"	"05"	28672	2896843	989.8
	"2009"	"2009"	"California"	"06"	232706	36961229	629.6
	"2009"	"2009"	"Colorado"	"08"	31170	4972195	626.9
	"2009"	"2009"	"Connecticut"	"09"	28583	3561807	802.5
	"2009"	"2009"	"Delaware"	"10"	7534	891730	844.9
	"2009"	"2009"	"District of Columbia"	"11"	4834	592228	816.2
	"2009"	"2009"	"Florida"	"12"	169916	18652644	910.9
	"2009"	"2009"	"Georgia"	"13"	69698	9620846	724.4
	"2009"	"2009"	"Hawaii"	"15"	9912	1346717	736.0
	"2009"	"2009"	"Idaho"	"16"	11098	1554439	714.0
	"2009"	"2009"	"Illinois"	"17"	100047	12796778	781.8
	"2009"	"2009"	"Indiana"	"18"	55972	6459325	866.5
	"2009"	"2009"	"Iowa"	"19"	27544	3032870	908.2
	"2009"	"2009"	"Kansas"	"20"	24023	2832704	848.1
	"2009"	"2009"	"Kentucky"	"21"	41379	4317074	958.5
	"2009"	"2009"	"Louisiana"	"22"	40282	4491648	896.8
	"2009"	"2009"	"Maine"	"23"	12593	1329590	947.1
	"2009"	"2009"	"Maryland"	"24"	43841	5730388	765.1
	"2009"	"2009"	"Massachusetts"	"25"	52305	6517613	802.5
	"2009"	"2009"	"Michigan"	"26"	86455	9901591	873.1
	"2009"	"2009"	"Minnesota"	"27"	37851	5281203	716.7
	"2009"	"2009"	"Mississippi"	"28"	28266	2958774	955.3
	"2009"	"2009"	"Missouri"	"29"	54260	5961088	910.2
	"2009"	"2009"	"Montana"	"30"	8730	983982	887.2
	"2009"	"2009"	"Nebraska"	"31"	14810	1812683	817.0
	"2009"	"2009"	"Nevada"	"32"	19224	2684665	716.1
	"2009"	"2009"	"New Hampshire"	"33"	10100	1316102	767.4
	"2009"	"2009"	"New Jersey"	"34"	68272	8755602	779.8
	"2009"	"2009"	"New Mexico"	"35"	15641	2036802	767.9
	"2009"	"2009"	"New York"	"36"	146464	19307066	758.6
	"2009"	"2009"	"North Carolina"	"37"	77112	9449566	816.0
	"2009"	"2009"	"North Dakota"	"38"	5914	664968	889.4
	"2009"	"2009"	"Ohio"	"39"	107155	11528896	929.4
	"2009"	"2009"	"Oklahoma"	"40"	35599	3717572	957.6
	"2009"	"2009"	"Oregon"	"41"	31636	3808600	830.6
	"2009"	"2009"	"Pennsylvania"	"42"	124765	12666858	985.0
	"2009"	"2009"	"Rhode Island"	"44"	9395	1053646	891.7
	"2009"	"2009"	"South Carolina"	"45"	40448	4589872	881.2
	"2009"	"2009"	"South Dakota"	"46"	6923	807067	857.8
	"2009"	"2009"	"Tennessee"	"47"	58285	6306019	924.3
	"2009"	"2009"	"Texas"	"48"	163243	24801761	658.2
	"2009"	"2009"	"Utah"	"49"	14138	2723421	519.1
	"2009"	"2009"	"Vermont"	"50"	5034	624817	805.7
	"2009"	"2009"	"Virginia"	"51"	58647	7925937	739.9
	"2009"	"2009"	"Washington"	"53"	48269	6667426	724.0
	"2009"	"2009"	"West Virginia"	"54"	21386	1847775	1157.4
	"2009"	"2009"	"Wisconsin"	"55"	45696	5669264	806.0
	"2009"	"2009"	"Wyoming"	"56"	4283	559851	765.0
"Total"	"2009"	"2009"			2436908	306771529	794.4
	"2010"	"2010"	"Alabama"	"01"	48038	4779736	1005.0
	"2010"	"2010"	"Alaska"	"02"	3728	710231	524.9
	"2010"	"2010"	"Arizona"	"04"	46758	6392017	731.5
	"2010"	"2010"	"Arkansas"	"05"	28915	2915918	991.6
	"2010"	"2010"	"California"	"06"	233984	37253956	628.1
	"2010"	"2010"	"Colorado"	"08"	31465	5029196	625.6
	"2010"	"2010"	"Connecticut"	"09"	28688	3574097	802.7
	"2010"	"2010"	"Delaware"	"10"	7706	897934	858.2
	"2010"	"2010"	"District of Columbia"	"11"	4672	601723	776.4
	"2010"	"2010"	"Florida"	"12"	173784	18801310	924.3
	"2010"	"2010"	"Georgia"	"13"	71263	9687653	735.6
	"2010"	"2010"	"Hawaii"	"15"	9615	1360301	706.8
	"2010"	"2010"	"Idaho"	"16"	11429	1567582	729.1
	"2010"	"2010"	"Illinois"	"17"	99926	12830632	778.8
	"2010"	"2010"	"Indiana"	"18"	56740	6483802	875.1
	"2010"	"2010"	"Iowa"	"19"	27745	3046355	910.8
	"2010"	"2010"	"Kansas"	"20"	24502	2853118	858.8
	"2010"	"2010"	"Kentucky"	"21"	41983	4339367	967.5
	"2010"	"2010"	"Louisiana"	"22"	40666	4533372	897.0
	"2010"	"2010"	"Maine"	"23"	12747	1328361	959.6
	"2010"	"2010"	"Maryland"	"24"	43322	5773552	750.4
	"2010"	"2010"	"Massachusetts"	"25"	52583	6547629	803.1
	"2010"	"2010"	"Michigan"	"26"	88021	9883640	890.6
	"2010"	"2010"	"Minnesota"	"27"	38972	5303925	734.8
	"2010"	"2010"	"Mississippi"	"28"	28963	2967297	976.1
	"2010"	"2010"	"Missouri"	"29"	55278	5988927	923.0
	"2010"	"2010"	"Montana"	"30"	8827	989415	892.1
	"2010"	"2010"	"Nebraska"	"31"	15171	1826341	830.7
	"2010"	"2010"	"Nevada"	"32"	19623	2700551	726.6
	"2010"	"2010"	"New Hampshire"	"33"	10201	1316470	774.9
	"2010"	"2010"	"New Jersey"	"34"	69493	8791894	790.4
	"2010"	"2010"	"New Mexico"	"35"	15931	2059179	773.7
	"2010"	"2010"	"New York"	"36"	146415	19378102	755.6
	"2010"	"2010"	"North Carolina"	"37"	78764	9535483	826.0
	"2010"	"2010"	"North Dakota"	"38"	5944	672591	883.7
	"2010"	"2010"	"Ohio"	"39"	108711	11536504	942.3
	"2010"	"2010"	"Oklahoma"	"40"	36528	3751351	973.7
	"2010"	"2010"	"Oregon"	"41"	31890	3831074	832.4
	"2010"	"2010"	"Pennsylvania"	"42"	124585	12702379	980.8
	"2010"	"2010"	"Rhode Island"	"44"	9579	1052567	910.1
	"2010"	"2010"	"South Carolina"	"45"	41611	4625364	899.6
	"2010"	"2010"	"South Dakota"	"46"	7100	814180	872.0
	"2010"	"2010"	"Tennessee"	"47"	59578	6346105	938.8
	"2010"	"2010"	"Texas"	"48"	166519	25145561	662.2
	"2010"	"2010"	"Utah"	"49"	14776	2763885	534.6
	"2010"	"2010"	"Vermont"	"50"	5380	625741	859.8
	"2010"	"2010"	"Virginia"	"51"	59024	8001024	737.7
	"2010"	"2010"	"Washington"	"53"	48145	6724540	716.0
	"2010"	"2010"	"West Virginia"	"54"	21275	1852994	1148.1
	"2010"	"2010"	"Wisconsin"	"55"	47308	5686986	831.9
	"2010"	"2010"	"Wyoming"	"56"	4438	563626	787.4
"Total"	"2010"	"2010"			2468309	308745538	799.5
	"2011"	"2011"	"Alabama"	"01"	48680	4799918	1014.2
	"2011"	"2011"	"Alaska"	"02"	3849	722713	532.6
	"2011"	"2011"	"Arizona"	"04"	48369	6467163	747.9
	"2011"	"2011"	"Arkansas"	"05"	29652	2939493	1008.7
	"2011"	"2011"	"California"	"06"	239920	37676861	636.8
	"2011"	"2011"	"Colorado"	"08"	32561	5118360	636.2
	"2011"	"2011"	"Connecticut"	"09"	29524	3589893	822.4
	"2011"	"2011"	"Delaware"	"10"	7844	907924	863.9
	"2011"	"2011"	"District of Columbia"	"11"	4589	620477	739.6
	"2011"	"2011"	"Florida"	"12"	173972	19096952	911.0
	"2011"	"2011"	"Georgia"	"13"	71248	9811610	726.2
	"2011"	"2011"	"Hawaii"	"15"	9923	1377864	720.2
	"2011"	"2011"	"Idaho"	"16"	12027	1584143	759.2
	"2011"	"2011"	"Illinois"	"17"	101898	12860012	792.4
	"2011"	"2011"	"Indiana"	"18"	58202	6516480	893.2
	"2011"	"2011"	"Iowa"	"19"	28184	3065223	919.5
	"2011"	"2011"	"Kansas"	"20"	25114	2869503	875.2
	"2011"	"2011"	"Kentucky"	"21"	42626	4369354	975.6
	"2011"	"2011"	"Louisiana"	"22"	40890	4575404	893.7
	"2011"	"2011"	"Maine"	"23"	13000	1328231	978.7
	"2011"	"2011"	"Maryland"	"24"	43742	5843603	748.5
	"2011"	"2011"	"Massachusetts"	"25"	53708	6611923	812.3
	"2011"	"2011"	"Michigan"	"26"	89508	9876213	906.3
	"2011"	"2011"	"Minnesota"	"27"	39819	5348562	744.5
	"2011"	"2011"	"Mississippi"	"28"	29272	2978162	982.9
	"2011"	"2011"	"Missouri"	"29"	55846	6010717	929.1
	"2011"	"2011"	"Montana"	"30"	9115	997821	913.5
	"2011"	"2011"	"Nebraska"	"31"	15476	1842283	840.0
	"2011"	"2011"	"Nevada"	"32"	20339	2718379	748.2
	"2011"	"2011"	"New Hampshire"	"33"	10823	1318473	820.9
	"2011"	"2011"	"New Jersey"	"34"	70555	8841243	798.0
	"2011"	"2011"	"New Mexico"	"35"	16450	2077756	791.7
	"2011"	"2011"	"New York"	"36"	149150	19519529	764.1
	"2011"	"2011"	"North Carolina"	"37"	79874	9650963	827.6
	"2011"	"2011"	"North Dakota"	"38"	5965	685476	870.2
	"2011"	"2011"	"Ohio"	"39"	111427	11544824	965.2
	"2011"	"2011"	"Oklahoma"	"40"	37174	3786274	981.8
	"2011"	"2011"	"Oregon"	"41"	32788	3868031	847.7
	"2011"	"2011"	"Pennsylvania"	"42"	128234	12744293	1006.2
	"2011"	"2011"	"Rhode Island"	"44"	9580	1052451	910.3
	"2011"	"2011"	"South Carolina"	"45"	42071	4672637	900.4
	"2011"	"2011"	"South Dakota"	"46"	7314	824398	887.2
	"2011"	"2011"	"Tennessee"	"47"	60539	6397634	946.3
	"2011"	"2011"	"Texas"	"48"	168631	25646389	657.5
	"2011"	"2011"	"Utah"	"49"	15265	2816124	542.1
	"2011"	"2011"	"Vermont"	"50"	5433	626730	866.9
	"2011"	"2011"	"Virginia"	"51"	60800	8110035	749.7
	"2011"	"2011"	"Washington"	"53"	49690	6822520	728.3
	"2011"	"2011"	"West Virginia"	"54"	21867	1854972	1178.8
	"2011"	"2011"	"Wisconsin"	"55"	48410	5709640	847.9
	"2011"	"2011"	"Wyoming"	"56"	4387	567725	772.7
"Total"	"2011"	"2011"			2515324	311663358	807.1
	"2012"	"2012"	"Alabama"	"01"	49298	4815960	1023.6
	"2012"	"2012"	"Alaska"	"02"	3909	731089	534.7
	"2012"	"2012"	"Arizona"	"04"	49543	6549634	756.4
	"2012"	"2012"	"Arkansas"	"05"	30116	2950685	1020.6
	"2012"	"2012"	"California"	"06"	242537	38011074	638.1
	"2012"	"2012"	"Colorado"	"08"	33131	5189867	638.4
	"2012"	"2012"	"Connecticut"	"09"	29314	3593795	815.7
	"2012"	"2012"	"Delaware"	"10"	7875	916993	858.8
	"2012"	"2012"	"District of Columbia"	"11"	4650	635327	731.9
	"2012"	"2012"	"Florida"	"12"	177281	19344156	916.5
	"2012"	"2012"	"Georgia"	"13"	72845	9914668	734.7
	"2012"	"2012"	"Hawaii"	"15"	10273	1391820	738.1
	"2012"	"2012"	"Idaho"	"16"	11998	1595911	751.8
	"2012"	"2012"	"Illinois"	"17"	102424	12870798	795.8
	"2012"	"2012"	"Indiana"	"18"	59331	6537743	907.5
	"2012"	"2012"	"Iowa"	"19"	28389	3076310	922.8
	"2012"	"2012"	"Kansas"	"20"	25145	2885262	871.5
	"2012"	"2012"	"Kentucky"	"21"	43664	4384799	995.8
	"2012"	"2012"	"Louisiana"	"22"	42319	4603429	919.3
	"2012"	"2012"	"Maine"	"23"	12870	1328895	968.5
	"2012"	"2012"	"Maryland"	"24"	44470	5889651	755.1
	"2012"	"2012"	"Massachusetts"	"25"	53177	6658008	798.7
	"2012"	"2012"	"Michigan"	"26"	89901	9887238	909.3
	"2012"	"2012"	"Minnesota"	"27"	40016	5380285	743.8
	"2012"	"2012"	"Mississippi"	"28"	29514	2984945	988.8
	"2012"	"2012"	"Missouri"	"29"	56093	6025415	930.9
	"2012"	"2012"	"Montana"	"30"	8976	1005196	893.0
	"2012"	"2012"	"Nebraska"	"31"	15659	1855725	843.8
	"2012"	"2012"	"Nevada"	"32"	20784	2752565	755.1
	"2012"	"2012"	"New Hampshire"	"33"	10730	1321182	812.2
	"2012"	"2012"	"New Jersey"	"34"	70530	8873211	794.9
	"2012"	"2012"	"New Mexico"	"35"	16706	2083784	801.7
	"2012"	"2012"	"New York"	"36"	148973	19602769	760.0
	"2012"	"2012"	"North Carolina"	"37"	81924	9746175	840.6
	"2012"	"2012"	"North Dakota"	"38"	6038	702087	860.0
	"2012"	"2012"	"Ohio"	"39"	112497	11550839	973.9
	"2012"	"2012"	"Oklahoma"	"40"	36870	3817054	965.9
	"2012"	"2012"	"Oregon"	"41"	32759	3899116	840.2
	"2012"	"2012"	"Pennsylvania"	"42"	126970	12771854	994.1
	"2012"	"2012"	"Rhode Island"	"44"	9354	1052901	888.4
	"2012"	"2012"	"South Carolina"	"45"	43197	4720760	915.0
	"2012"	"2012"	"South Dakota"	"46"	7333	834441	878.8
	"2012"	"2012"	"Tennessee"	"47"	61956	6454306	959.9
	"2012"	"2012"	"Texas"	"48"	174184	26071655	668.1
	"2012"	"2012"	"Utah"	"49"	15674	2855782	548.9
	"2012"	"2012"	"Vermont"	"50"	5491	626444	876.5
	"2012"	"2012"	"Virginia"	"51"	61562	8192048	751.5
	"2012"	"2012"	"Washington"	"53"	50103	6895226	726.6
	"2012"	"2012"	"West Virginia"	"54"	21914	1856560	1180.4
	"2012"	"2012"	"Wisconsin"	"55"	48384	5726177	845.0
	"2012"	"2012"	"Wyoming"	"56"	4481	576765	776.9
"Total"	"2012"	"2012"			2543132	313998379	809.9
	"2013"	"2013"	"Alabama"	"01"	50188	4829479	1039.2
	"2013"	"2013"	"Alaska"	"02"	3996	736879	542.3
	"2013"	"2013"	"Arizona"	"04"	50517	6624617	762.6
	"2013"	"2013"	"Arkansas"	"05"	30437	2958663	1028.7
	"2013"	"2013"	"California"	"06"	248335	38335203	647.8
	"2013"	"2013"	"Colorado"	"08"	33710	5267603	639.9
	"2013"	"2013"	"Connecticut"	"09"	29632	3596003	824.0
	"2013"	"2013"	"Delaware"	"10"	7967	925395	860.9
	"2013"	"2013"	"District of Columbia"	"11"	4719	649165	726.9
	"2013"	"2013"	"Florida"	"12"	181102	19582022	924.8
	"2013"	"2013"	"Georgia"	"13"	75087	9984938	752.0
	"2013"	"2013"	"Hawaii"	"15"	10504	1406481	746.8
	"2013"	"2013"	"Idaho"	"16"	12434	1612011	771.3
	"2013"	"2013"	"Illinois"	"17"	103400	12879505	802.8
	"2013"	"2013"	"Indiana"	"18"	60716	6569102	924.3
	"2013"	"2013"	"Iowa"	"19"	28948	3091930	936.2
	"2013"	"2013"	"Kansas"	"20"	25414	2892821	878.5
	"2013"	"2013"	"Kentucky"	"21"	43751	4400477	994.2
	"2013"	"2013"	"Louisiana"	"22"	43269	4626402	935.3
	"2013"	"2013"	"Maine"	"23"	13547	1329076	1019.3
	"2013"	"2013"	"Maryland"	"24"	45685	5931129	770.3
	"2013"	"2013"	"Massachusetts"	"25"	54567	6706786	813.6
	"2013"	"2013"	"Michigan"	"26"	92408	9898982	933.5
	"2013"	"2013"	"Minnesota"	"27"	40987	5418521	756.4
	"2013"	"2013"	"Mississippi"	"28"	30698	2990482	1026.5
	"2013"	"2013"	"Missouri"	"29"	57444	6042711	950.6
	"2013"	"2013"	"Montana"	"30"	9511	1014314	937.7
	"2013"	"2013"	"Nebraska"	"31"	15753	1868559	843.1
	"2013"	"2013"	"Nevada"	"32"	21465	2786464	770.3
	"2013"	"2013"	"New Hampshire"	"33"	10897	1322687	823.9
	"2013"	"2013"	"New Jersey"	"34"	71398	8899162	802.3
	"2013"	"2013"	"New Mexico"	"35"	16802	2085193	805.8
	"2013"	"2013"	"New York"	"36"	150892	19673546	767.0
	"2013"	"2013"	"North Carolina"	"37"	83322	9841590	846.6
	"2013"	"2013"	"North Dakota"	"38"	6233	724019	860.9
	"2013"	"2013"	"Ohio"	"39"	113258	11570022	978.9
	"2013"	"2013"	"Oklahoma"	"40"	38384	3852415	996.4
	"2013"	"2013"	"Oregon"	"41"	33939	3925751	864.5
	"2013"	"2013"	"Pennsylvania"	"42"	129120	12781338	1010.2
	"2013"	"2013"	"Rhode Island"	"44"	9792	1053033	929.9
	"2013"	"2013"	"South Carolina"	"45"	44581	4767894	935.0
	"2013"	"2013"	"South Dakota"	"46"	7099	844922	840.2
	"2013"	"2013"	"Tennessee"	"47"	63404	6494821	976.2
	"2013"	"2013"	"Texas"	"48"	179179	26473525	676.8
	"2013"	"2013"	"Utah"	"49"	16366	2902663	563.8
	"2013"	"2013"	"Vermont"	"50"	5639	627140	899.2
	"2013"	"2013"	"Virginia"	"51"	62716	8262692	759.0
	"2013"	"2013"	"Washington"	"53"	51264	6968006	735.7
	"2013"	"2013"	"West Virginia"	"54"	21843	1853231	1178.6
	"2013"	"2013"	"Wisconsin"	"55"	50026	5742854	871.1
	"2013"	"2013"	"Wyoming"	"56"	4516	582684	775.0
"Total"	"2013"	"2013"			2596861	316204908	821.3
	"2014"	"2014"	"Alabama"	"01"	50215	4843214	1036.8
	"2014"	"2014"	"Alaska"	"02"	4128	736705	560.3
	"2014"	"2014"	"Arizona"	"04"	51535	6719993	766.9
	"2014"	"2014"	"Arkansas"	"05"	30467	2966912	1026.9
	"2014"	"2014"	"California"	"06"	245906	38680810	635.7
	"2014"	"2014"	"Colorado"	"08"	35235	5349648	658.6
	"2014"	"2014"	"Connecticut"	"09"	29858	3591873	831.3
	"2014"	"2014"	"Delaware"	"10"	8260	934948	883.5
	"2014"	"2014"	"District of Columbia"	"11"	4723	659005	716.7
	"2014"	"2014"	"Florida"	"12"	185949	19888741	934.9
	"2014"	"2014"	"Georgia"	"13"	76886	10087231	762.2
	"2014"	"2014"	"Hawaii"	"15"	10765	1416349	760.1
	"2014"	"2014"	"Idaho"	"16"	12611	1633532	772.0
	"2014"	"2014"	"Illinois"	"17"	105287	12867544	818.2
	"2014"	"2014"	"Indiana"	"18"	60938	6595233	924.0
	"2014"	"2014"	"Iowa"	"19"	29190	3108030	939.2
	"2014"	"2014"	"Kansas"	"20"	25793	2899360	889.6
	"2014"	"2014"	"Kentucky"	"21"	44835	4413057	1016.0
	"2014"	"2014"	"Louisiana"	"22"	43867	4647880	943.8
	"2014"	"2014"	"Maine"	"23"	13509	1330719	1015.2
	"2014"	"2014"	"Maryland"	"24"	45866	5967295	768.6
	"2014"	"2014"	"Massachusetts"	"25"	55199	6749911	817.8
	"2014"	"2014"	"Michigan"	"26"	93913	9915767	947.1
	"2014"	"2014"	"Minnesota"	"27"	41444	5453109	760.0
	"2014"	"2014"	"Mississippi"	"28"	30555	2992400	1021.1
	"2014"	"2014"	"Missouri"	"29"	58320	6060930	962.2
	"2014"	"2014"	"Montana"	"30"	9381	1022867	917.1
	"2014"	"2014"	"Nebraska"	"31"	15978	1881145	849.4
	"2014"	"2014"	"Nevada"	"32"	21791	2833013	769.2
	"2014"	"2014"	"New Hampshire"	"33"	11516	1328743	866.7
	"2014"	"2014"	"New Jersey"	"34"	71313	8925001	799.0
	"2014"	"2014"	"New Mexico"	"35"	17576	2083024	843.8
	"2014"	"2014"	"New York"	"36"	149904	19718515	760.2
	"2014"	"2014"	"North Carolina"	"37"	85361	9934399	859.2
	"2014"	"2014"	"North Dakota"	"38"	6184	739904	835.8
	"2014"	"2014"	"Ohio"	"39"	114509	11594408	987.6
	"2014"	"2014"	"Oklahoma"	"40"	38464	3877499	992.0
	"2014"	"2014"	"Oregon"	"41"	34151	3968371	860.6
	"2014"	"2014"	"Pennsylvania"	"42"	128413	12790565	1004.0
	"2014"	"2014"	"Rhode Island"	"44"	9770	1054480	926.5
	"2014"	"2014"	"South Carolina"	"45"	45452	4828430	941.3
	"2014"	"2014"	"South Dakota"	"46"	7507	852561	880.5
	"2014"	"2014"	"Tennessee"	"47"	64659	6544663	988.0
	"2014"	"2014"	"Texas"	"48"	183901	26944751	682.5
	"2014"	"2014"	"Utah"	"49"	16715	2941836	568.2
	"2014"	"2014"	"Vermont"	"50"	5623	626984	896.8
	"2014"	"2014"	"Virginia"	"51"	63593	8317372	764.6
	"2014"	"2014"	"Washington"	"53"	52098	7054196	738.5
	"2014"	"2014"	"West Virginia"	"54"	22185	1848514	1200.2
	"2014"	"2014"	"Wisconsin"	"55"	50291	5758377	873.4
	"2014"	"2014"	"Wyoming"	"56"	4666	583642	799.5
"Total"	"2014"	"2014"			2626255	318563456	824.4
	"2015"	"2015"	"Alabama"	"01"	51908	4853875	1069.4
	"2015"	"2015"	"Alaska"	"02"	4316	737709	585.1
	"2015"	"2015"	"Arizona"	"04"	54294	6817565	796.4
	"2015"	"2015"	"Arkansas"	"05"	31616	2977853	1061.7
	"2015"	"2015"	"California"	"06"	259191	38993940	664.7
	"2015"	"2015"	"Colorado"	"08"	36348	5448819	667.1
	"2015"	"2015"	"Connecticut"	"09"	30533	3584730	851.8
	"2015"	"2015"	"Delaware"	"10"	8582	944076	909.0
	"2015"	"2015"	"District of Columbia"	"11"	4871	670377	726.6
	"2015"	"2015"	"Florida"	"12"	191727	20244914	947.0
	"2015"	"2015"	"Georgia"	"13"	79940	10199398	783.8
	"2015"	"2015"	"Hawaii"	"15"	11051	1425157	775.4
	"2015"	"2015"	"Idaho"	"16"	13026	1652828	788.1
	"2015"	"2015"	"Illinois"	"17"	106863	12839047	832.3
	"2015"	"2015"	"Indiana"	"18"	62713	6612768	948.4
	"2015"	"2015"	"Iowa"	"19"	29600	3121997	948.1
	"2015"	"2015"	"Kansas"	"20"	26664	2906721	917.3
	"2015"	"2015"	"Kentucky"	"21"	46564	4424611	1052.4
	"2015"	"2015"	"Louisiana"	"22"	43716	4668960	936.3
	"2015"	"2015"	"Maine"	"23"	14479	1329453	1089.1
	"2015"	"2015"	"Maryland"	"24"	47244	5994983	788.1
	"2015"	"2015"	"Massachusetts"	"25"	57805	6784240	852.0
	"2015"	"2015"	"Michigan"	"26"	95140	9917715	959.3
	"2015"	"2015"	"Minnesota"	"27"	42799	5482435	780.7
	"2015"	"2015"	"Mississippi"	"28"	31777	2989390	1063.0
	"2015"	"2015"	"Missouri"	"29"	59871	6076204	985.3
	"2015"	"2015"	"Montana"	"30"	9942	1032073	963.3
	"2015"	"2015"	"Nebraska"	"31"	16740	1893765	884.0
	"2015"	"2015"	"Nevada"	"32"	22870	2883758	793.1
	"2015"	"2015"	"New Hampshire"	"33"	11984	1330111	901.0
	"2015"	"2015"	"New Jersey"	"34"	72265	8935421	808.7
	"2015"	"2015"	"New Mexico"	"35"	17683	2080328	850.0
	"2015"	"2015"	"New York"	"36"	153609	19747183	777.9
	"2015"	"2015"	"North Carolina"	"37"	89124	10035186	888.1
	"2015"	"2015"	"North Dakota"	"38"	6223	756835	822.2
	"2015"	"2015"	"Ohio"	"39"	118188	11605090	1018.4
	"2015"	"2015"	"Oklahoma"	"40"	39422	3907414	1008.9
	"2015"	"2015"	"Oregon"	"41"	35705	4024634	887.2
	"2015"	"2015"	"Pennsylvania"	"42"	132575	12791904	1036.4
	"2015"	"2015"	"Rhode Island"	"44"	10163	1055607	962.8
	"2015"	"2015"	"South Carolina"	"45"	47197	4894834	964.2
	"2015"	"2015"	"South Dakota"	"46"	7731	857919	901.1
	"2015"	"2015"	"Tennessee"	"47"	66569	6595056	1009.4
	"2015"	"2015"	"Texas"	"48"	189647	27429639	691.4
	"2015"	"2015"	"Utah"	"49"	17333	2990632	579.6
	"2015"	"2015"	"Vermont"	"50"	5919	626088	945.4
	"2015"	"2015"	"Virginia"	"51"	65577	8367587	783.7
	"2015"	"2015"	"Washington"	"53"	54594	7160290	762.5
	"2015"	"2015"	"West Virginia"	"54"	22752	1841053	1235.8
